DRUG_NAME,STRUCT_ID,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_UNIT,ACT_TYPE,ACT_COMMENT,ACT_SOURCE,RELATION,MOA,MOA_SOURCE,ACT_SOURCE_URL,MOA_SOURCE_URL,ACTION_TYPE,TDL,ORGANISM,NEW_ID
sunitinib,2544,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,7.77,,Ki,Binding affinity to VEGFR3 (unknown origin),CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1567,INHIBITOR,Tclin,Homo sapiens,HGNC:3767
sunitinib,2544,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,6.36,,Kd,Binding constant for PTK2 kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
tacrolimus,2552,Peptidyl-prolyl cis-trans isomerase FKBP10,Enzyme,Q96AY3,FKBP10,FKB10_HUMAN,9.02,,IC50,,WOMBAT-PK,=,,,,,,Tbio,Homo sapiens,HGNC:18169
tamoxifen,2561,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.449,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
terfenadine,2600,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.448,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
testosterone,2607,Sex hormone-binding globulin,Secreted,P04278,SHBG,SHBG_HUMAN,9.2,,Kd,Displacement of [3H]5alpha dihydrotestosterone from human sex hormone binding globulin,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10839
thioridazine,2637,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.531,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
tiludronic acid,2666,72 kDa type IV collagenase,Enzyme,P08253,MMP2,MMP2_HUMAN,5.14,,IC50,Inhibition of APMA-activated recombinant human MMP2 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate incubated for 30 mins prior to substrate addition measured after 2 to 4 hrs by fluorometric assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:7166
tolcapone,2697,Catechol O-methyltransferase,Enzyme,P21964,COMT,COMT_HUMAN,9.569,,Ki,,SCIENTIFIC LITERATURE,=,1.0,CHEMBL,https://pubmed.ncbi.nlm.nih.gov/7703232,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1324,INHIBITOR,Tclin,Homo sapiens,HGNC:2228
ubenimex,2787,72 kDa type IV collagenase,Enzyme,P08253,MMP2,MMP2_HUMAN,5.47,,IC50,Inhibition of MMP2 after 30 mins,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:7166
zafirlukast,2855,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.24,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
zoledronic acid,2868,72 kDa type IV collagenase,Enzyme,P08253,MMP2,MMP2_HUMAN,5.15,,IC50,Inhibition of APMA-activated recombinant human MMP2 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate incubated for 30 mins prior to substrate addition measured after 2 to 4 hrs by fluorometric assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:7166
zoledronic acid,2868,Matrix metalloproteinase-9,Enzyme,P14780,MMP9,MMP9_HUMAN,4.28,,IC50,Inhibition of MMP9 catalytic domain (unknown origin) using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate incubated for 30 mins prior to substrate addition measured after 2 to 4 hrs by fluorometric assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:7176
bithionol,3032,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,6.212,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
estriol,3187,Sex hormone-binding globulin,Secreted,P04278,SHBG,SHBG_HUMAN,6.63,,Kd,Displacement of [3H]5alpha dihydrotestosterone from human sex hormone binding globulin,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10839
estrone,3188,Sex hormone-binding globulin,Secreted,P04278,SHBG,SHBG_HUMAN,8.18,,Kd,Displacement of [3H]5alpha dihydrotestosterone from human sex hormone binding globulin,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10839
oxyquinoline,3290,72 kDa type IV collagenase,Enzyme,P08253,MMP2,MMP2_HUMAN,3.89,,IC50,Inhibition of human recombinant MMP2 after 30 mins,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:7166
oxyquinoline,3290,Catechol O-methyltransferase,Enzyme,P21964,COMT,COMT_HUMAN,5.8,,IC50,Inhibition of c-terminal hexa-His tagged human MB-COMT expressed in HEK293 cell membrane homogenate using norepinephrine as substrate after 1 hr in presence of SAM by MTase glo methyltransferase assay,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:2228
mestanolone,3341,Sex hormone-binding globulin,Secreted,P04278,SHBG,SHBG_HUMAN,8.81,,Kd,Displacement of [3H]5alpha dihydrotestosterone from human sex hormone binding globulin,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10839
mesterolone,3342,Sex hormone-binding globulin,Secreted,P04278,SHBG,SHBG_HUMAN,9.6,,Kd,Displacement of [3H]5alpha dihydrotestosterone from human sex hormone binding globulin,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10839
methyltestosterone,3356,Sex hormone-binding globulin,Secreted,P04278,SHBG,SHBG_HUMAN,8.43,,Kd,Displacement of [3H]5alpha dihydrotestosterone from human sex hormone binding globulin,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10839
pyrithione,3508,Protein-lysine 6-oxidase,Enzyme,P28300,LOX,LYOX_HUMAN,4.48,,IC50,Inhibition of recombinant human LOX expressed in HEK293 cells using diaminopentane as substrate preincubated for 30 mins followed by substrate addition measured after 1 hr by fluorimetric method,CHEMBL,=,,,,,,Tbio,Homo sapiens,HGNC:6664
quercetin,3514,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,6.05,,IC50,Inhibition of EGFR,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
quercetin,3514,72 kDa type IV collagenase,Enzyme,P08253,MMP2,MMP2_HUMAN,5.18,,IC50,Inhibition of human recombinant MMP2 catalytic domain incubated for 20 mins by fluorimetric assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:7166
quercetin,3514,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,5.92,,IC50,Inhibition of FAK (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
quercetin,3514,Matrix metalloproteinase-9,Enzyme,P14780,MMP9,MMP9_HUMAN,5.79,,IC50,Inhibition of human recombinant MMP9 catalytic domain incubated for 20 mins by fluorimetric assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:7176
quercetin,3514,ELAV-like protein 1,Unclassified,Q15717,ELAVL1,ELAV1_HUMAN,5.85,,IC50,Inhibition of ELAV1 (unknown origin)-ARE TNFalpha complex formation after 20 mins by liquid scintillation counting method,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:3312
ruboxistaurin,3533,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,5.15,,Kd,Average Binding Constant for PDGFRB; NA=Not Active at 10 uM,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:8804
ruboxistaurin,3533,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.29,,Kd,Binding constant for EGFR(E746-A750del) kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
thiram,3601,Protein-lysine 6-oxidase,Enzyme,P28300,LOX,LYOX_HUMAN,5.98,,IC50,Inhibition of recombinant human LOX expressed in HEK293 cells using diaminopentane as substrate preincubated for 30 mins followed by substrate addition measured after 1 hr by fluorimetric method,CHEMBL,=,,,,,,Tbio,Homo sapiens,HGNC:6664
androstanolone,3927,Sex hormone-binding globulin,Secreted,P04278,SHBG,SHBG_HUMAN,9.74,,Kd,Displacement of [3H]5alpha dihydrotestosterone from human sex hormone binding globulin,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10839
tirilazad,4063,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,4.69,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
ascorbic acid,4072,Prolyl 4-hydroxylase subunit alpha-1,Enzyme,P13674,P4HA1,P4HA1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tbio,Homo sapiens,HGNC:8546
ascorbic acid,4072,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",Enzyme,Q02809,PLOD1,PLOD1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tbio,Homo sapiens,HGNC:9081
pazopanib,4118,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,8.7,,Kd,Binding constant for PDGFRB kinase domain,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201733,INHIBITOR,Tclin,Homo sapiens,HGNC:8804
pazopanib,4118,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,7.57,,Kd,Binding constant for FLT4 kinase domain,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201733,INHIBITOR,Tclin,Homo sapiens,HGNC:3767
gentian violet,4138,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,6.325,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
vandetanib,4178,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,7.06,,Kd,Binding constant for PDGFRB kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:8804
vandetanib,4178,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,8.32,,Kd,Binding constant for EGFR(E746-A750del) kinase domain,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL24828,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
vandetanib,4178,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,6.52,,Kd,Average Binding Constant for FLT4; NA=Not Active at 10 uM,CHEMBL,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:3767
crizotinib,4187,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.57,,Kd,Binding constant for EGFR(G719C) kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
crizotinib,4187,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,6.51,,Kd,Binding constant for FAK kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
hydroxyprogesterone caproate,4189,Sex hormone-binding globulin,Secreted,P04278,SHBG,SHBG_HUMAN,7.0,,Kd,Displacement of [3H]5alpha dihydrotestosterone from human sex hormone binding globulin,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10839
prazosin,4209,Matrix metalloproteinase-9,Enzyme,P14780,MMP9,MMP9_HUMAN,5.157,,IC50,"DRUGMATRIX: Protease, Matrix Metalloprotease-9 (MMP-9) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)",DRUG MATRIX,=,,,,,,Tchem,Homo sapiens,HGNC:7176
axitinib,4225,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,9.24,,Kd,Binding constant for PDGFRB kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:8804
axitinib,4225,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.64,,Kd,Binding constant for EGFR(G719C) kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
axitinib,4225,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,6.77,,Kd,Binding constant for FLT4 kinase domain,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1289926,INHIBITOR,Tclin,Homo sapiens,HGNC:3767
afatinib,4318,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,10.0,,Kd,Binding constant for EGFR(G719C) kinase domain,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1173655,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
zinc chloride,4344,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.66,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
bosutinib,4359,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,6.7,,Kd,Binding constant for PDGFRB kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:8804
bosutinib,4359,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,7.74,,Kd,Binding constant for EGFR(E746-A750del) kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
bosutinib,4359,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,6.24,,Kd,Binding constant for FAK kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
cisplatin,4392,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.582,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
colistin,4425,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.824,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
regorafenib,4654,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,8.82,,IC50,Inhibition of PDGFR beta (561 to 1106 residues) (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:8804
regorafenib,4654,Vascular endothelial growth factor receptor 3,Kinase,P35917,Flt4,VGFR3_MOUSE,8.82,,IC50,Inhibition of mouse VEGFR-3 (818 to 1363 residues),CHEMBL,=,,,,,,,Mus musculus,MGI:95561
regorafenib,4654,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,8.82,,IC50,Inhibition of PDGFR beta (561 to 1106 residues) (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:8804
regorafenib,4654,Vascular endothelial growth factor receptor 3,Kinase,P35917,Flt4,VGFR3_MOUSE,8.82,,IC50,Inhibition of mouse VEGFR-3 (818 to 1363 residues),CHEMBL,=,,,,,,,Mus musculus,MGI:95561
sodium aurothiomalate,4706,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.624,,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, EGF Receptor enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:3236
cabozantinib,4715,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,6.65,,IC50,Inhibition of EGFR (unknown origin) by HTRF method,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
cabozantinib,4715,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,8.22,,IC50,Inhibition of VEGFR3 (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3767
cabozantinib,4715,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,8.22,,IC50,Inhibition of VEGFR3 (unknown origin),CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3767
ponatinib,4716,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,8.92,,IC50,"Inhibition of recombinant PDGFRbeta (unknown origin) using poly (Glu,Tyr) 4:1 as substrate after 60 mins by ELISA",CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:8804
dimethyl fumarate,4757,Kelch-like ECH-associated protein 1,Cytosolic other,Q14145,KEAP1,KEAP1_HUMAN,,,,Mechanism of Action; CHEMBL2069156; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2107333,INHIBITOR,Tclin,Homo sapiens,HGNC:23177
ibrutinib,4810,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,8.25,,IC50,Inhibition of ErbB1 relative to control,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
ceritinib,4866,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,6.05,,IC50,Inhibition of EGFR (unknown origin) after 60 mins,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
nintedanib,4903,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,7.82,,Kd,Binding constant for PDGFRB kinase domain,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL502835,INHIBITOR,Tclin,Homo sapiens,HGNC:8804
nintedanib,4903,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,6.68,,Kd,Binding constant for FAK kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
nintedanib,4903,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,8.301,,IC50,,SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/19522465,https://pubmed.ncbi.nlm.nih.gov/19522465,INHIBITOR,Tclin,Homo sapiens,HGNC:3767
lenvatinib,4942,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,7.409,,IC50,in vitro kinase activity at 1uM ATP,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/17943726,,INHIBITOR,Tclin,Homo sapiens,HGNC:8804
lenvatinib,4942,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.187,,IC50,in vitro kinase activity at 1uM ATP,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/17943726,,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
lenvatinib,4942,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,8.284,,IC50,in vitro kinase activity at 1uM ATP,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/17943726,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/206947s000lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:3767
cetuximab,4954,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,9.41,,Kd,,IUPHAR,=,1.0,DRUG LABEL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125084s063lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125084s063lbl.pdf,ANTIBODY BINDING,Tclin,Homo sapiens,HGNC:3236
panitumumab,4955,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,10.3,,Kd,,IUPHAR,=,1.0,DRUG LABEL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125147s200lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125147s200lbl.pdf,AGONIST,Tclin,Homo sapiens,HGNC:3236
siltuximab,4977,Interleukin-6,Cytokine,P05231,IL6,IL6_HUMAN,,,,Mechanism of Action,DRUG LABEL,,1.0,DRUG LABEL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125496s000lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125496s000lbl.pdf,ANTIBODY BINDING,Tclin,Homo sapiens,HGNC:6018
osimertinib,5062,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,7.824,,IC50,Inhibition of EGFR phosphorylation in double mutant cell line H1975,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/25271963,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/208065s000lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
necitumumab,5071,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,9.49,,Kd,Binding affinity of whole IMC-11F8 IgG using BIAcore sensor technology.,IUPHAR,=,1.0,DRUG LABEL,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125547s000lbl.pdf,ANTIBODY BINDING,Tclin,Homo sapiens,HGNC:3236
chromic chloride,5118,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,5.53,,IC50,,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
opicapone,5143,Catechol O-methyltransferase,Enzyme,O88587,Comt,COMT_MOUSE,8.82,,Ki,,IUPHAR,=,,,,,INHIBITOR,,Mus musculus,MGI:88470
opicapone,5143,Catechol O-methyltransferase,Enzyme,P21964,COMT,COMT_HUMAN,9.0,,Ki,,SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/24847974,https://pubmed.ncbi.nlm.nih.gov/24847974,INHIBITOR,Tclin,Homo sapiens,HGNC:2228
icotinib,5209,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,8.699,,IC50,,SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/22959248,https://pubmed.ncbi.nlm.nih.gov/22088449,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
olmutinib,5210,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,8.036,,IC50,HCC827 cells expressing EGFR(DEL19),SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/27357069,https://pubmed.ncbi.nlm.nih.gov/27357069,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
midostaurin,5231,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,6.96,,Kd,Binding constant for PDGFRB kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:8804
midostaurin,5231,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,8.06,,Kd,"Binding constant for EGFR(L858R,T790M) kinase domain",CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3236
midostaurin,5231,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,6.17,,Kd,Binding constant for FLT4 kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3767
brigatinib,5233,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,7.174,,IC50,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/27780853,,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
neratinib,5252,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,5.72,,Kd,Binding constant for FAK kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
neratinib,5252,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,7.036,,IC50,,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/15715478,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208051s000lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
tivozanib,5258,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,8.764,,IC50,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/16982756,,INHIBITOR,Tclin,Homo sapiens,HGNC:8804
tivozanib,5258,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,9.62,,IC50,,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/16982756,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/004131/WC500239033.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:3767
dacomitinib,5297,Epidermal growth factor receptor,Kinase,P00533,EGFR,EGFR_HUMAN,8.222,,IC50,ELISA-Based erbB Kinase Assay with 20 uM [ATP],SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/30506139,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/211288s000lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:3236
lorlatinib,5302,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,7.77,,IC50,,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/25733882,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210868s000lbl.pdf,INHIBITOR,Tclin,Homo sapiens,HGNC:9611
caplacizumab,5308,von Willebrand factor,Unclassified,P04275,VWF,VWF_HUMAN,8.509,,Kd,,IUPHAR,=,1.0,DRUG LABEL,,https://pubmed.ncbi.nlm.nih.gov/30298461,ANTIBODY BINDING,Tclin,Homo sapiens,HGNC:12726
quizartinib,5341,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,8.8,,Kd,Binding affinity to PDGFRbeta,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:8804
quizartinib,5341,Vascular endothelial growth factor receptor 3,Kinase,P35916,FLT4,VGFR3_HUMAN,7.39,,Kd,Binding affinity to FLT4,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:3767
entrectinib,5345,Focal adhesion kinase 1,Kinase,Q05397,PTK2,FAK1_HUMAN,6.85,,IC50,Inhibition of FAK (unknown origin) in presence of gamma33-ATP,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:9611
