,DRUG_ID,DRUG_NAME,DISEASES,PHASE,Name,ontologyTermName,ontologyTermIRI,score,validated,review,ID
2942,D02NIP,ITASETRON,Nausea , Phase 1,nausea,Nausea,http://purl.obolibrary.org/obo/HP_0002018,100.0,False,False,HP:0002018
2943,D02NJA,Fomepizole,Athylene glycol or methanol poisoning , Approved,athylene glycol or methanol poisoning,,,,,,
2944,D02NJE,PEK fusion protein vaccine,Cervical cancer , Phase 1,cervical cancer,Cervix cancer,http://purl.obolibrary.org/obo/HP_0030079,85.71,False,False,HP:0030079
2945,D02NJK,MDR-03030,Influenza virus infection , Investigative,influenza virus infection,,,,,,
2946,D02NMG,SLV-332,Irritable bowel syndrome , Preclinical,irritable bowel syndrome,,,,,,
2947,D02NMJ,Meningococcal B vaccine,Neisseria meningitis infection , Approved,neisseria meningitis infection,,,,,,
2948,D02NMO,FR-79620,Diabetic complication , Preclinical,diabetic complication,,,,,,
2949,D02NMO,FR-79620,Obesity , Preclinical,obesity,Obesity,http://purl.obolibrary.org/obo/HP_0001513,100.0,False,False,HP:0001513
2950,D02NMO,FR-79620,Eating disorder , Preclinical,eating disorder,,,,,,
2951,D02NMR,SFX-01,Breast cancer , Phase 2,breast cancer,Breast carcinoma,http://purl.obolibrary.org/obo/HP_0003002,100.0,False,False,HP:0003002
2952,D02NMR,SFX-01,Subarachnoid hemorrhage , Phase 2,subarachnoid hemorrhage,Subarachnoid hemorrhage,http://purl.obolibrary.org/obo/HP_0002138,100.0,False,False,HP:0002138
2953,D02NNN,CBP-501,Mesothelioma , Phase 1/2,mesothelioma,,,,,,
2954,D02NNN,CBP-501,Solid tumour/cancer , Phase 1,solid tumour cancer,,,,,,
2955,D02NNV,VX-745,Rheumatoid arthritis , Phase 2,rheumatoid arthritis,Rheumatoid arthritis,http://purl.obolibrary.org/obo/HP_0001370,100.0,False,False,HP:0001370
2956,D02NNV,VX-745,Alzheimer disease , Phase 2,alzheimer disease,Alzheimer disease,http://purl.obolibrary.org/obo/HP_0002511,100.0,False,False,HP:0002511
2957,D02NNZ,"1,2,4-triazole derivative 1",Obesity , Patented,obesity,Obesity,http://purl.obolibrary.org/obo/HP_0001513,100.0,False,False,HP:0001513
2958,D02NOC,Cotara,Recurrent glioblastoma , Phase 2,recurrent glioblastoma,,,,,,
2959,D02NOC,Cotara,Glioblastoma multiforme , Phase 2,glioblastoma multiforme,Glioblastoma multiforme,http://purl.obolibrary.org/obo/HP_0012174,100.0,False,False,HP:0012174
2960,D02NSF,Oxymorphone,Pain , Approved,pain,Pain,http://purl.obolibrary.org/obo/HP_0012531,100.0,False,False,HP:0012531
2961,D02NSS,CART-22 cells,Acute lymphoblastic leukaemia , Phase 1,acute lymphoblastic leukaemia,Acute lymphoblastic leukemia,http://purl.obolibrary.org/obo/HP_0006721,100.0,False,False,HP:0006721
2962,D02NTO,Tolnaftate,Dermatophytosis , Approved,dermatophytosis,Deep dermatophytosis,http://purl.obolibrary.org/obo/HP_0032515,85.71,False,False,HP:0032515
2963,D02NTO,Tolnaftate,Jock itch , Approved,jock itch,,,,,,
2964,D02NTS,JNJ-39393406,Depression , Phase 2,depression,Depressivity,http://purl.obolibrary.org/obo/HP_0000716,100.0,False,False,HP:0000716
2965,D02NTS,JNJ-39393406,Tobacco dependence , Phase 2,tobacco dependence,,,,,,
2966,D02NTS,JNJ-39393406,Cognitive impairment , Phase 1,cognitive impairment,Cognitive impairment,http://purl.obolibrary.org/obo/HP_0100543,100.0,False,False,HP:0100543
2967,D02NUS,MB-314,Solid tumour/cancer , Investigative,solid tumour cancer,,,,,,
2968,D02NUT,KU-60019,Non-small-cell lung cancer , Clinical trial,non small cell lung cancer,Non-small cell lung carcinoma,http://purl.obolibrary.org/obo/HP_0030358,100.0,False,False,HP:0030358
2969,D02NUT,KU-60019,Non-small-cell lung cancer , Clinical trial,non small cell lung cancer,Non-small cell lung carcinoma,http://purl.obolibrary.org/obo/HP_0030358,100.0,False,False,HP:0030358
2970,D02NVF,M-241247,Cerebrovascular ischaemia , Terminated,cerebrovascular ischaemia,Cerebral ischemia,http://purl.obolibrary.org/obo/HP_0002637,94.12,False,False,HP:0002637
2971,D02NXM,GSK2110183,leukaemia , Phase 2,leukaemia,Leukemia,http://purl.obolibrary.org/obo/HP_0001909,100.0,False,False,HP:0001909
2972,D02NXM,GSK2110183,Solid tumour/cancer , Phase 2,solid tumour cancer,,,,,,
2973,D02NXM,GSK2110183,Multiple myeloma , Phase 1,multiple myeloma,Multiple myeloma,http://purl.obolibrary.org/obo/HP_0006775,100.0,False,False,HP:0006775
2974,D02NXQ,NXL-105,Bacterial infection , Investigative,bacterial infection,Cellulitis,http://purl.obolibrary.org/obo/HP_0100658,85.71,False,False,HP:0100658
2975,D02NXR,S-117957,Neuropathic pain , Phase 1,neuropathic pain,,,,,,
2976,D02NYA,Anti-Ebola mAb,Ebola virus infection , Phase 1/2,ebola virus infection,,,,,,
2977,D02NYK,Pifithrin-alpha,Toxicity , Terminated,toxicity,,,,,,
2978,D02NZF,NZ-17000,Gram-positive bacterial infection , Investigative,gram positive bacterial infection,,,,,,
2979,D02NZO,Amlodipine/ irbesartan fixed-dose combination,Hypertension , Phase 3,hypertension,Hypertension,http://purl.obolibrary.org/obo/HP_0000822,100.0,False,False,HP:0000822
2980,D02OAH,PMID25666693-Compound-5,Osteoarthritis pain , Patented,osteoarthritis pain,Osteoarthritis,http://purl.obolibrary.org/obo/HP_0002758,81.48,False,False,HP:0002758
2981,D02OAH,PMID25666693-Compound-5,Cancer related pain , Patented,cancer related pain,,,,,,
2982,D02OAH,PMID25666693-Compound-5,Neuropathic pain , Patented,neuropathic pain,,,,,,
2983,D02OAH,PMID25666693-Compound-5,Inflammatory pain , Patented,inflammatory pain,,,,,,
2984,D02OAV,Chloral hydrate,Alcohol dependence , Approved,alcohol dependence,,,,,,
2985,D02OBU,Valpentin,Pain , Investigative,pain,Pain,http://purl.obolibrary.org/obo/HP_0012531,100.0,False,False,HP:0012531
2986,D02OBW,Aminoazetidine derivative 2,Obesity , Patented,obesity,Obesity,http://purl.obolibrary.org/obo/HP_0001513,100.0,False,False,HP:0001513
2987,D02OCD,NIBR-785,Multiple sclerosis , Investigative,multiple sclerosis,,,,,,
2988,D02OCF,AZD-8294,Lipid metabolism disorder , Terminated,lipid metabolism disorder,,,,,,
2989,D02OEP,CWF-07pre03,Diabetic complication , Investigative,diabetic complication,,,,,,
2990,D02OGQ,APD,Human immunodeficiency virus-1 infection , Investigative,human immunodeficiency virus 1 infection,,,,,,
2991,D02OHR,SC-57666,Rheumatoid arthritis , Discontinued in Phase 1,rheumatoid arthritis,Rheumatoid arthritis,http://purl.obolibrary.org/obo/HP_0001370,100.0,False,False,HP:0001370
2992,D02OIP,OP-05,Liver cancer , Investigative,liver cancer,Neoplasm of the liver,http://purl.obolibrary.org/obo/HP_0002896,100.0,False,False,HP:0002896
2993,D02OJC,Xaliproden,Juvenile idiopathic arthritis , Phase 3,juvenile idiopathic arthritis,Juvenile rheumatoid arthritis,http://purl.obolibrary.org/obo/HP_0005681,100.0,False,False,HP:0005681
2994,D02OJC,Xaliproden,Plaque psoriasis , Phase 3,plaque psoriasis,,,,,,
2995,D02OJC,Xaliproden,Lateral sclerosis , Discontinued in Phase 3,lateral sclerosis,,,,,,
2996,D02OJC,Xaliproden,Peripheral sensory neuropathies , Discontinued in Phase 3,peripheral sensory neuropathies,Sensory neuropathy,http://purl.obolibrary.org/obo/HP_0000763,100.0,False,False,HP:0000763
2997,D02OJC,Xaliproden,Alzheimer disease , Discontinued in Phase 3,alzheimer disease,Alzheimer disease,http://purl.obolibrary.org/obo/HP_0002511,100.0,False,False,HP:0002511
2998,D02OJN,Ru-41740,Recurring respiratory infection , Approved,recurring respiratory infection,Recurrent respiratory infections,http://purl.obolibrary.org/obo/HP_0002205,98.04,False,False,HP:0002205
2999,D02OLJ,N-acylpiperidine ether derivative 7,Pruritus , Patented,pruritus,Pruritus,http://purl.obolibrary.org/obo/HP_0000989,100.0,False,False,HP:0000989
3000,D02OLJ,N-acylpiperidine ether derivative 7,Solid tumour/cancer , Patented,solid tumour cancer,,,,,,
3001,D02OLJ,N-acylpiperidine ether derivative 7,Chronic pain , Patented,chronic pain,Chronic pain,http://purl.obolibrary.org/obo/HP_0012532,100.0,False,False,HP:0012532
3002,D02OLJ,N-acylpiperidine ether derivative 7,Neuropathic pain , Patented,neuropathic pain,,,,,,
3003,D02OLJ,N-acylpiperidine ether derivative 7,Thymic cancer , Patented,thymic cancer,,,,,,
3004,D02ONA,AUTO3,Acute lymphoblastic leukaemia , Phase 1/2,acute lymphoblastic leukaemia,Acute lymphoblastic leukemia,http://purl.obolibrary.org/obo/HP_0006721,100.0,False,False,HP:0006721
3005,D02ONA,AUTO3,Diffuse large B-cell lymphoma , Phase 1/2,diffuse large b cell lymphoma,,,,,,
3006,D02ONK,Y-20024,Psychotic disorder , Terminated,psychotic disorder,,,,,,
3007,D02ONR,RG7686,Hepatocellular carcinoma , Phase 2,hepatocellular carcinoma,Hepatocellular carcinoma,http://purl.obolibrary.org/obo/HP_0001402,100.0,False,False,HP:0001402
3008,D02ONT,5-FP,Solid tumour/cancer , Phase 1,solid tumour cancer,,,,,,
3009,D02OOB,PRX-12205,Neurological disorder , Investigative,neurological disorder,,,,,,
3010,D02ORJ,H1N1 influenza vaccine,Influenza virus infection , Approved,influenza virus infection,,,,,,
3011,D02ORS,YKP-GI,Constipation , Phase 2,constipation,Constipation,http://purl.obolibrary.org/obo/HP_0002019,100.0,False,False,HP:0002019
3012,D02OTH,FR-115427,Cerebrovascular ischaemia , Terminated,cerebrovascular ischaemia,Cerebral ischemia,http://purl.obolibrary.org/obo/HP_0002637,94.12,False,False,HP:0002637
3013,D02OTK,CH-4051,Rheumatoid arthritis , Phase 2,rheumatoid arthritis,Rheumatoid arthritis,http://purl.obolibrary.org/obo/HP_0001370,100.0,False,False,HP:0001370
3014,D02OYJ,rMERS-CoV-E vaccine,Middle East Respiratory Syndrome (MERS) , Investigative,middle east respiratory syndrome mers,,,,,,
3015,D02OZE,Digoxin,Heart failure , Approved,heart failure,Congestive heart failure,http://purl.obolibrary.org/obo/HP_0001635,100.0,False,False,HP:0001635
3016,D02OZE,Digoxin,Arrhythmia , Approved,arrhythmia,Arrhythmia,http://purl.obolibrary.org/obo/HP_0011675,100.0,False,False,HP:0011675
3017,D02OZE,Digoxin,Congestive cardiac insufficiency , Approved,congestive cardiac insufficiency,Congestive heart failure,http://purl.obolibrary.org/obo/HP_0001635,81.82,False,False,HP:0001635
3018,D02OZK,Obatoclax,Solid tumour/cancer , Phase 2,solid tumour cancer,,,,,,
3019,D02OZT,DCR-MYC,Hepatocellular carcinoma , Phase 1/2,hepatocellular carcinoma,Hepatocellular carcinoma,http://purl.obolibrary.org/obo/HP_0001402,100.0,False,False,HP:0001402
3020,D02OZY,Metharbital,Epilepsy , Approved,epilepsy,,,,,,
3021,D02PAH,Bendroflumethiazide,High blood pressure , Approved,high blood pressure,,,,,,
3022,D02PAJ,UR-9650,Fungal infection , Terminated,fungal infection,Invasive fungal infection,http://purl.obolibrary.org/obo/HP_0020101,82.35,False,False,HP:0020101
3023,D02PAW,TLC-388,Solid tumour/cancer , Phase 2,solid tumour cancer,,,,,,
3024,D02PCR,Spectinomycin,Bacterial infection , Approved,bacterial infection,Cellulitis,http://purl.obolibrary.org/obo/HP_0100658,85.71,False,False,HP:0100658
3025,D02PGP,PU3,Solid tumour/cancer , Phase 1,solid tumour cancer,,,,,,
3026,D02PHE,AZD9668,Chronic obstructive pulmonary disease , Phase 2,chronic obstructive pulmonary disease,Chronic pulmonary obstruction,http://purl.obolibrary.org/obo/HP_0006510,100.0,False,False,HP:0006510
3027,D02PHE,AZD9668,Bronchiectasis , Phase 2,bronchiectasis,Bronchiectasis,http://purl.obolibrary.org/obo/HP_0002110,100.0,False,False,HP:0002110
3028,D02PIH,HO-221,Virus infection , Discontinued in Phase 1,virus infection,,,,,,
3029,D02PIN,GR-94839,Pain , Terminated,pain,Pain,http://purl.obolibrary.org/obo/HP_0012531,100.0,False,False,HP:0012531
3030,D02PIO,Benralizumab,Asthma , Approved,asthma,Asthma,http://purl.obolibrary.org/obo/HP_0002099,100.0,False,False,HP:0002099
3031,D02PIO,Benralizumab,Chronic obstructive pulmonary disease , Phase 3,chronic obstructive pulmonary disease,Chronic pulmonary obstruction,http://purl.obolibrary.org/obo/HP_0006510,100.0,False,False,HP:0006510
3032,D02PJA,Hydriodic acid iodine-125,Asthma , Approved,asthma,Asthma,http://purl.obolibrary.org/obo/HP_0002099,100.0,False,False,HP:0002099
3033,D02PKV,Human recombinant factor VIIa,Factor IX deficiency , Investigative,factor ix deficiency,,,,,,
3034,D02PMO,Topotecan,Ovarian cancer , Approved,ovarian cancer,,,,,,
3035,D02PMO,Topotecan,Solid tumour/cancer , Approved,solid tumour cancer,,,,,,
3036,D02PMO,Topotecan,Small-cell lung cancer , Phase 1,small cell lung cancer,Small cell lung carcinoma,http://purl.obolibrary.org/obo/HP_0030357,100.0,False,False,HP:0030357
3037,D02PMT,Nagrestipen,Bone marrow transplantation , Phase 1,bone marrow transplantation,History of bone marrow transplant,http://purl.obolibrary.org/obo/HP_0032557,85.19,False,False,HP:0032557
3038,D02PNH,COL-171,Attention deficit hyperactivity disorder , Preclinical,attention deficit hyperactivity disorder,Attention deficit hyperactivity disorder,http://purl.obolibrary.org/obo/HP_0007018,100.0,False,False,HP:0007018
3039,D02PNP,AGN-214868,Overactive bladder , Phase 2,overactive bladder,Urinary urgency,http://purl.obolibrary.org/obo/HP_0000012,100.0,False,False,HP:0000012
3040,D02POH,TA-7906,Atopic dermatitis , Phase 2,atopic dermatitis,Atopic dermatitis,http://purl.obolibrary.org/obo/HP_0001047,100.0,False,False,HP:0001047
3041,D02PPN,Methylphenidate,Attention deficit hyperactivity disorder , Approved,attention deficit hyperactivity disorder,Attention deficit hyperactivity disorder,http://purl.obolibrary.org/obo/HP_0007018,100.0,False,False,HP:0007018
3042,D02PPN,Methylphenidate,Traumatic brain injury , Phase 4,traumatic brain injury,,,,,,
3043,D02PQB,ATX-101,Obesity , Phase 3,obesity,Obesity,http://purl.obolibrary.org/obo/HP_0001513,100.0,False,False,HP:0001513
3044,D02PSS,RG1577,Alzheimer disease , Phase 2,alzheimer disease,Alzheimer disease,http://purl.obolibrary.org/obo/HP_0002511,100.0,False,False,HP:0002511
3045,D02PSZ,A-74498,Obesity , Preclinical,obesity,Obesity,http://purl.obolibrary.org/obo/HP_0001513,100.0,False,False,HP:0001513
3046,D02PTD,IDC-7181,Bacterial infection , Preclinical,bacterial infection,Cellulitis,http://purl.obolibrary.org/obo/HP_0100658,85.71,False,False,HP:0100658
3047,D02PTI,AST-005,Psoriasis vulgaris , Phase 1,psoriasis vulgaris,,,,,,
3048,D02PVS,KUR-213,Wound healing , Investigative,wound healing,Poor wound healing,http://purl.obolibrary.org/obo/HP_0001058,81.48,False,False,HP:0001058
3049,D02PWM,Dyphylline,Acute bronchial asthma , Approved,acute bronchial asthma,Asthma,http://purl.obolibrary.org/obo/HP_0002099,87.18,False,False,HP:0002099
3050,D02PXP,CIGB-370,Solid tumour/cancer , Investigative,solid tumour cancer,,,,,,
3051,D02PYB,SDZ-GPI-562,Thrombosis , Phase 1,thrombosis,Thrombocytosis,http://purl.obolibrary.org/obo/HP_0001894,83.33,False,False,HP:0001894
3052,D02PYM,QAK-423,Chronic obstructive pulmonary disease , Phase 1,chronic obstructive pulmonary disease,Chronic pulmonary obstruction,http://purl.obolibrary.org/obo/HP_0006510,100.0,False,False,HP:0006510
3053,D02PYN,SR 16234,Breast cancer , Phase 2,breast cancer,Breast carcinoma,http://purl.obolibrary.org/obo/HP_0003002,100.0,False,False,HP:0003002
3054,D02QAO,IPP-203101,Bacterial infection , Investigative,bacterial infection,Cellulitis,http://purl.obolibrary.org/obo/HP_0100658,85.71,False,False,HP:0100658
3055,D02QBJ,TIPLASININ,Thrombosis , Discontinued in Phase 1,thrombosis,Thrombocytosis,http://purl.obolibrary.org/obo/HP_0001894,83.33,False,False,HP:0001894
3056,D02QBT,AZETIRELIN,Pain , Phase 3,pain,Pain,http://purl.obolibrary.org/obo/HP_0012531,100.0,False,False,HP:0012531
3057,D02QCD,DEXMETHYLPHENIDATE HYDROCHLORIDE,Attention deficit hyperactivity disorder , Approved,attention deficit hyperactivity disorder,Attention deficit hyperactivity disorder,http://purl.obolibrary.org/obo/HP_0007018,100.0,False,False,HP:0007018
3058,D02QCM,Calcitonin Human,Paget's disease , Approved,paget s disease,,,,,,
3059,D02QCM,Calcitonin Human,Postmenopausal osteoporosis , Phase 3,postmenopausal osteoporosis,,,,,,
3060,D02QCM,Calcitonin Human,Pain , Phase 3,pain,Pain,http://purl.obolibrary.org/obo/HP_0012531,100.0,False,False,HP:0012531
3061,D02QDQ,QAX-576,Allergic rhinitis , Phase 2,allergic rhinitis,Allergic rhinitis,http://purl.obolibrary.org/obo/HP_0003193,100.0,False,False,HP:0003193
3062,D02QFW,NNZ-2566,Fragile X syndrome , Phase 2,fragile x syndrome,,,,,,
3063,D02QFW,NNZ-2566,Rett syndrome , Phase 2,rett syndrome,,,,,,
3064,D02QFW,NNZ-2566,Traumatic brain injury , Phase 2,traumatic brain injury,,,,,,
3065,D02QFW,NNZ-2566,Type-1 diabetes , Phase 2,type 1 diabetes,Type I diabetes mellitus,http://purl.obolibrary.org/obo/HP_0100651,100.0,False,False,HP:0100651
3066,D02QGM,CGS-26529,Inflammation , Terminated,inflammation,Gastrointestinal inflammation,http://purl.obolibrary.org/obo/HP_0004386,84.21,False,False,HP:0004386
3067,D02QHJ,Intratect,Immune System disease , Approved,immune system disease,,,,,,
3068,D02QJE,PMID25666693-Compound-23,Osteoarthritis pain , Patented,osteoarthritis pain,Osteoarthritis,http://purl.obolibrary.org/obo/HP_0002758,81.48,False,False,HP:0002758
3069,D02QJE,PMID25666693-Compound-23,Cancer related pain , Patented,cancer related pain,,,,,,
3070,D02QJE,PMID25666693-Compound-23,Neuropathic pain , Patented,neuropathic pain,,,,,,
3071,D02QJE,PMID25666693-Compound-23,Inflammatory pain , Patented,inflammatory pain,,,,,,
3072,D02QJH,Fluocinolone Acetonide,Inflammation , Approved,inflammation,Gastrointestinal inflammation,http://purl.obolibrary.org/obo/HP_0004386,84.21,False,False,HP:0004386
3073,D02QLH,PTL-43401,Solid tumour/cancer , Investigative,solid tumour cancer,,,,,,
3074,D02QLQ,SRD-174,Pruritus , Phase 2,pruritus,Pruritus,http://purl.obolibrary.org/obo/HP_0000989,100.0,False,False,HP:0000989
3075,D02QMQ,S-3578,Bacterial infection , Discontinued in Phase 1,bacterial infection,Cellulitis,http://purl.obolibrary.org/obo/HP_0100658,85.71,False,False,HP:0100658
3076,D02QND,GF-011802-00,Bacterial infection , Investigative,bacterial infection,Cellulitis,http://purl.obolibrary.org/obo/HP_0100658,85.71,False,False,HP:0100658
3077,D02QOL,XMetD,Hypoglycemia , Investigative,hypoglycemia,Hypoglycemia,http://purl.obolibrary.org/obo/HP_0001943,100.0,False,False,HP:0001943
3078,D02QPR,Manganese Chloride,Overactive bladder , Approved,overactive bladder,Urinary urgency,http://purl.obolibrary.org/obo/HP_0000012,100.0,False,False,HP:0000012
3079,D02QQB,A-216546,Solid tumour/cancer , Discontinued in Phase 1,solid tumour cancer,,,,,,
3080,D02QQE,NKTR 214,Melanoma , Phase 3,melanoma,Melanoma,http://purl.obolibrary.org/obo/HP_0002861,100.0,False,False,HP:0002861
3081,D02QQE,NKTR 214,Sarcoma , Phase 2,sarcoma,Sarcoma,http://purl.obolibrary.org/obo/HP_0100242,100.0,False,False,HP:0100242
3082,D02QQE,NKTR 214,Bladder cancer , Phase 1/2,bladder cancer,Bladder neoplasm,http://purl.obolibrary.org/obo/HP_0009725,100.0,False,False,HP:0009725
3083,D02QQE,NKTR 214,Colorectal cancer , Phase 1/2,colorectal cancer,,,,,,
3084,D02QQE,NKTR 214,Renal cell carcinoma , Phase 1/2,renal cell carcinoma,Renal cell carcinoma,http://purl.obolibrary.org/obo/HP_0005584,100.0,False,False,HP:0005584
3085,D02QQE,NKTR 214,Solid tumour/cancer , Phase 1/2,solid tumour cancer,,,,,,
3086,D02QQT,Quattvaxem,Bordetella pertussis infection , Approved,bordetella pertussis infection,,,,,,
3087,D02QQV,ACAM-1000,Virus infection , Phase 3,virus infection,,,,,,
3088,D02QUB,GM-CT-02,Hepatic fibrosis , Investigative,hepatic fibrosis,Hepatic fibrosis,http://purl.obolibrary.org/obo/HP_0001395,100.0,False,False,HP:0001395
3089,D02QWJ,EREMOMYCIN,Bacterial infection , Discontinued in Phase 2,bacterial infection,Cellulitis,http://purl.obolibrary.org/obo/HP_0100658,85.71,False,False,HP:0100658
3090,D02QWK,SHP647,Ulcerative colitis , Phase 3,ulcerative colitis,Ulcerative colitis,http://purl.obolibrary.org/obo/HP_0100279,100.0,False,False,HP:0100279
3091,D02QWK,SHP647,Crohn disease , Phase 2,crohn disease,Crohn's disease,http://purl.obolibrary.org/obo/HP_0100280,100.0,False,False,HP:0100280
3092,D02QXI,ST-04,Osteoarthritis , Investigative,osteoarthritis,Osteoarthritis,http://purl.obolibrary.org/obo/HP_0002758,100.0,False,False,HP:0002758
3093,D02QYY,LY01005,Prostate cancer , Phase 1,prostate cancer,Prostate cancer,http://purl.obolibrary.org/obo/HP_0012125,100.0,False,False,HP:0012125
3094,D02QZL,PNQX,Cerebrovascular ischaemia , Terminated,cerebrovascular ischaemia,Cerebral ischemia,http://purl.obolibrary.org/obo/HP_0002637,94.12,False,False,HP:0002637
3095,D02QZR,LY-545694,Neuropathic pain , Phase 2,neuropathic pain,,,,,,
3096,D02RAI,ABX-PTH,Parathyroid disease , Terminated,parathyroid disease,,,,,,
3097,D02RAU,KRP-297,Type-2 diabetes , Discontinued in Phase 2,type 2 diabetes,Type II diabetes mellitus,http://purl.obolibrary.org/obo/HP_0005978,100.0,False,False,HP:0005978
3098,D02RAU,KRP-297,Type-2 diabetes , Discontinued in Phase 2,type 2 diabetes,Type II diabetes mellitus,http://purl.obolibrary.org/obo/HP_0005978,100.0,False,False,HP:0005978
3099,D02RAU,KRP-297,Hyperlipidaemia , Terminated,hyperlipidaemia,Hyperlipidemia,http://purl.obolibrary.org/obo/HP_0003077,90.32,False,False,HP:0003077
3100,D02RBB,SUPERVAX,Hepatitis B virus infection , Approved,hepatitis b virus infection,,,,,,
3101,D02RBQ,NG-2,Diabetic neuropathy , Investigative,diabetic neuropathy,,,,,,
3102,D02RBR,Nitazoxanide + ivermectin + chloroquine,Coronavirus Disease 2019 (COVID-19) , Phase 3,coronavirus disease 2019 covid 19,,,,,,
3103,D02RCV,BVF-247,Cardiovascular disease , Terminated,cardiovascular disease,,,,,,
3104,D02RDC,NV.XOD.09,Brain cancer , Investigative,brain cancer,,,,,,
3105,D02RDE,JTV-605,Dysmenorrhea , Terminated,dysmenorrhea,Dysmenorrhea,http://purl.obolibrary.org/obo/HP_0100607,100.0,False,False,HP:0100607
3106,D02RDX,XP-23829,Multiple sclerosis , Phase 2,multiple sclerosis,,,,,,
3107,D02RDX,XP-23829,Plaque psoriasis , Phase 2,plaque psoriasis,,,,,,
3108,D02RED,DCVax-Brain,Brain cancer , Phase 3,brain cancer,,,,,,
3109,D02REJ,JNJ-17216498,Narcolepsy , Phase 2,narcolepsy,Narcolepsy,http://purl.obolibrary.org/obo/HP_0030050,100.0,False,False,HP:0030050
3110,D02REM,DPI-221,Urinary incontinence , Investigative,urinary incontinence,Urinary incontinence,http://purl.obolibrary.org/obo/HP_0000020,100.0,False,False,HP:0000020
3111,D02REO,TDI-0050,Motor neurone disease , Investigative,motor neurone disease,Abnormal lower motor neuron morphology,http://purl.obolibrary.org/obo/HP_0002366,86.96,False,False,HP:0002366
3112,D02RGZ,MKC-204,Autoimmune diabetes , Investigative,autoimmune diabetes,,,,,,
3113,D02RHC,ET190,Haematological malignancy , Phase 1,haematological malignancy,,,,,,
3114,D02RHU,SF-111,Infectious disease , Investigative,infectious disease,,,,,,
3115,D02RHV,PROXODOLOL,Glaucoma/ocular hypertension , Discontinued in Phase 2,glaucoma ocular hypertension,,,,,,
3116,D02RIV,Hydroxystilbamidine Isethionate,Blastomycosis , Approved,blastomycosis,,,,,,
3117,D02RJY,PHA-739358,Prostate cancer , Phase 2,prostate cancer,Prostate cancer,http://purl.obolibrary.org/obo/HP_0012125,100.0,False,False,HP:0012125
3118,D02RKG,MORAb-004,Sarcoma , Phase 2,sarcoma,Sarcoma,http://purl.obolibrary.org/obo/HP_0100242,100.0,False,False,HP:0100242
3119,D02RKG,MORAb-004,Melanoma , Phase 2,melanoma,Melanoma,http://purl.obolibrary.org/obo/HP_0002861,100.0,False,False,HP:0002861
3120,D02RKG,MORAb-004,Colorectal cancer , Phase 2,colorectal cancer,,,,,,
3121,D02RKG,MORAb-004,Merkel cell carcinoma , Phase 2,merkel cell carcinoma,,,,,,
3122,D02RLS,R-1554,Overactive bladder , Terminated,overactive bladder,Urinary urgency,http://purl.obolibrary.org/obo/HP_0000012,100.0,False,False,HP:0000012
3123,D02RNJ,SK&F-104662,Bacterial infection , Terminated,bacterial infection,Cellulitis,http://purl.obolibrary.org/obo/HP_0100658,85.71,False,False,HP:0100658
3124,D02RNR,LB-100,Astrocytoma , Phase 2,astrocytoma,Astrocytoma,http://purl.obolibrary.org/obo/HP_0009592,100.0,False,False,HP:0009592
3125,D02RNR,LB-100,Solid tumour/cancer , Phase 1,solid tumour cancer,,,,,,
3126,D02RNS,Oglufanide,Bacterial infection , Phase 3,bacterial infection,Cellulitis,http://purl.obolibrary.org/obo/HP_0100658,85.71,False,False,HP:0100658
3127,D02ROU,ASP-1707,Endometriosis , Phase 2,endometriosis,Endometriosis,http://purl.obolibrary.org/obo/HP_0030127,100.0,False,False,HP:0030127
3128,D02RPK,Z 360,Discovery agent , Phase 2,discovery agent,,,,,,
3129,D02RPO,BMS-986249,Solid tumour/cancer , Phase 1,solid tumour cancer,,,,,,
3130,D02RPP,TPI ASM8,Asthma , Phase 2,asthma,Asthma,http://purl.obolibrary.org/obo/HP_0002099,100.0,False,False,HP:0002099
3131,D02RQT,Tenidap,Rheumatoid arthritis , Phase 3,rheumatoid arthritis,Rheumatoid arthritis,http://purl.obolibrary.org/obo/HP_0001370,100.0,False,False,HP:0001370
3132,D02RQU,Pravastatin,Hypercholesterolaemia , Approved,hypercholesterolaemia,Hypercholesterolemia,http://purl.obolibrary.org/obo/HP_0003124,93.02,False,False,HP:0003124
3133,D02RRX,SILTENZEPINE,Stomach disease , Phase 1,stomach disease,,,,,,
3134,D02RSN,Levofloxacin,Bacterial infection , Approved,bacterial infection,Cellulitis,http://purl.obolibrary.org/obo/HP_0100658,85.71,False,False,HP:0100658
3135,D02RSY,ADVM-022,Wet age-related macular degeneration , Phase 3,wet age related macular degeneration,obsolete Age-related macular degeneration,http://purl.obolibrary.org/obo/HP_0007868,87.1,False,False,HP:0007868
3136,D02RUO,ONO-8815Ly,Miscarriage , Terminated,miscarriage,Spontaneous abortion,http://purl.obolibrary.org/obo/HP_0005268,100.0,False,False,HP:0005268
3137,D02RUZ,A-922500,Lipid metabolism disorder , Investigative,lipid metabolism disorder,,,,,,
3138,D02RVC,PPI-383,Hepatitis C virus infection , Phase 1,hepatitis c virus infection,,,,,,
3139,D02RVE,TA-7552,Arteriosclerosis , Discontinued in Phase 2,arteriosclerosis,Arteriosclerosis,http://purl.obolibrary.org/obo/HP_0002634,100.0,False,False,HP:0002634
3140,D02RVN,Selurampanel,Epilepsy , Phase 2,epilepsy,,,,,,
