DRUG_NAME,STRUCT_ID,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_UNIT,ACT_TYPE,ACT_COMMENT,ACT_SOURCE,RELATION,MOA,MOA_SOURCE,ACT_SOURCE_URL,MOA_SOURCE_URL,ACTION_TYPE,TDL,ORGANISM,NEW_ID
estramustine phosphate,1066,Tyrosine-protein phosphatase non-receptor type 1,Enzyme,P18031,PTPN1,PTN1_HUMAN,4.2,,IC50,Inhibition of recombinant PTP1B,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9642
profenamine,1086,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,,WOMBAT-PK,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1206,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
felodipine,1142,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,,,,,WOMBAT-PK,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1480,BLOCKER,Tclin,Homo sapiens,HGNC:1390
felodipine,1142,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q01668,CACNA1D,CAC1D_HUMAN,,,,,WOMBAT-PK,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1480,BLOCKER,Tclin,Homo sapiens,HGNC:1391
fenfluramine,1150,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.016,,Ki,,PDSP,,,,,,,Tclin,Homo sapiens,HGNC:1950
flunarizine,1200,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.151,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
fluoxetine,1209,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.047,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
fluphenazine,1212,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.0,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
fluphenazine enanthate,1214,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.961,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
gallamine,1273,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.07,,Ki,Competitive inhibition of EGFP-fused human M1 receptor N-terminal truncated at 17 residues expressed in HEK293 cells after 4 hrs by FRET assay in presence of para-LRB-AC42,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
gallamine,1273,Acetylcholine receptor subunit alpha,Ion channel,P02708,CHRNA1,ACHA_HUMAN,6.0,,IC50,,IUPHAR,~,,,,,BLOCKER,Tclin,Homo sapiens,HGNC:1955
gefitinib,1282,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.0,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
gefitinib,1282,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.42,,Kd,,SCIENTIFIC LITERATURE,,,,https://pubmed.ncbi.nlm.nih.gov/22037378,,,Tclin,Homo sapiens,HGNC:11283
haloperidol,1353,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.8,,Ki,Binding affinity to human cloned muscarinic M1 receptor,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
hexocyclium,1371,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,,UNKNOWN,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201325,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
homatropine,1379,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.495,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
hydralazine,1384,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:1390
hydrochlorothiazide,1385,Calcium-activated potassium channel subunit alpha-1,Ion channel,Q12791,KCNMA1,KCMA1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:6284
hydroxychloroquine,1395,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,4.81,,Ki,Activity of compound against Muscarinic acetylcholine receptor M1 (CHRM1) by displacement of 3H-QNB,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
hyoscyamine,1402,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.0,,Ki,,WOMBAT-PK,=,1.0,KEGG DRUG,,http://www.kegg.jp/entry/D00147,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
imatinib,1423,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,4.51,,Ki,Inhibition of recombinant human c-Src,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
imatinib,1423,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,6.05,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
imipramine,1427,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.377,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
imipramine,1427,Major prion protein,Surface antigen,P04156,PRNP,PRIO_HUMAN,5.0,,EC50,Half maximal inhibition of Prion protein PrPsc formation was assayed in ScN2a cells,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9449
ipratropium,1475,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.31,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
isopropamide,1500,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,Mechanism of Action; CHEMBL216; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201232,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
isradipine,1511,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,8.8,,IC50,,IUPHAR,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL399539,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1390
isradipine,1511,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q01668,CACNA1D,CAC1D_HUMAN,9.3,,IC50,Recombinant Ca<sub>v</sub>1.3 calcium channel complexes expressed in tsA201-cells,IUPHAR,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL399539,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1391
isradipine,1511,Voltage-dependent L-type calcium channel subunit alpha-1F,Ion channel,Q9JIS7,Cacna1f,CAC1F_MOUSE,6.7,,IC50,,IUPHAR,=,,,,,GATING INHIBITOR,,Mus musculus,MGI:1859639
isradipine,1511,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q01815,Cacna1c,CAC1C_MOUSE,7.5,,IC50,,IUPHAR,=,,,,,GATING INHIBITOR,,Mus musculus,MGI:103013
ketorolac,1529,Serine/threonine-protein kinase PAK 1,Kinase,Q13153,PAK1,PAK1_HUMAN,4.44,,IC50,Inhibition of PAK1 in human A549 cells using myelin basic protein as substrate preincubated for 24 hrs followed by PAK1 immunoprecipation and substrate addition measured after 60 mins by ATP-Glo kinase assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:8590
ketotifen,1530,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.016,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
levosimendan,1576,"Troponin C, slow skeletal and cardiac muscles",Cytosolic other,P63316,TNNC1,TNNC1_HUMAN,3.155,,Kd,affinity for the binding of levosimendan to cNTnC-Ca2+-cTnI-(144-163) complex,SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/18570382,https://pubmed.ncbi.nlm.nih.gov/18570382,OPENER,Tclin,Homo sapiens,HGNC:11943
lofepramine,1592,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.174,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
lovastatin,1612,Histone deacetylase 2,Enzyme,Q92769,HDAC2,HDAC2_HUMAN,4.59,,IC50,Inhibition of recombinant HDAC2 (unknown origin) after 10 mins by fluorimetric analysis,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:4853
loxapine,1613,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.26,,IC50,Inhibition of binding of 1.0 nM [3H]pirenzepine to cloned human Muscarinic acetylcholine receptor M1 expressed in membranes from CHO-K1 cells,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
maprotiline,1634,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.845,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
mebhydrolin,1643,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.745,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
mecamylamine,1646,Acetylcholine receptor subunit alpha,Ion channel,P02708,CHRNA1,ACHA_HUMAN,5.82,,IC50,,IUPHAR,~,,,,,BLOCKER,Tclin,Homo sapiens,HGNC:1955
menadione,1683,Dual specificity phosphatase Cdc25A,Enzyme,P30304,CDC25A,MPIP1_HUMAN,5.16,,IC50,Inhibition of recombinant Cdc25A (unknown origin) using OMFP as substrate measured every 30 sec for 10 mins by fluorometric assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:1725
menadione,1683,M-phase inducer phosphatase 1,Enzyme,P30304,CDC25A,MPIP1_HUMAN,5.16,,IC50,Inhibition of recombinant Cdc25A (unknown origin) using OMFP as substrate measured every 30 sec for 10 mins by fluorometric assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:1725
pecazine,1688,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.721,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
mepenzolate,1689,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,Mechanism of Action; CHEMBL216; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL524004,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
mequitazine,1707,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.252,,Ki,,PDSP,,,,,,,Tclin,Homo sapiens,HGNC:1950
mesoridazine,1712,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,8.0,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
methacholine,1726,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.638,,Ki,,PDSP,=,,,,,,Tclin,Homo sapiens,HGNC:1950
methapyrilene,1738,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.939,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
methscopolamine,1757,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.9,,Ki,,IUPHAR,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201268,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
methylthioninium chloride,1763,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,6.26,,IC50,,CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
methysergide,1775,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.263,,Ki,,PDSP,,,,,,,Tclin,Homo sapiens,HGNC:1950
metixene,1780,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,Mechanism of Action; CHEMBL216; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201342,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
metoclopramide,1782,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:1950
mezlocillin,1795,Serum albumin,Secreted,P02768,ALB,ALBU_HUMAN,4.18,,Ki,,WOMBAT-PK,=,,,,,,Tchem,Homo sapiens,HGNC:399
mianserin,1796,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.465,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
mibefradil,1797,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,4.9,,IC50,,IUPHAR,=,,,,,BLOCKER,Tclin,Homo sapiens,HGNC:1390
miconazole,1800,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.02,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
miltefosine,1810,Dual specificity phosphatase Cdc25A,Enzyme,P30304,CDC25A,MPIP1_HUMAN,4.6,,IC50,Inhibition of Cell division cycle 25 (Cdc25) phosphatase,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:1725
minaprine,1812,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,4.77,,Ki,Binding affinity towards muscarinic M1 receptor,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1950
mirtazapine,1816,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:1950
mitoxantrone,1821,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.744,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
montelukast,1836,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.713,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
nicotinamide,1906,NAD-dependent protein deacetylase sirtuin-2,Enzyme,Q8IXJ6,SIRT2,SIR2_HUMAN,5.92,,IC50,Inhibition of recombinant SIRT2 using ZMAL substrate after 4 hrs by homogeneous fluorescence assay,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:10886
niclosamide,1912,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.0,,IC50,Inhibition of Src kinase,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
niclosamide,1912,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,4.62,,IC50,Inhibition of LYN after 60 mins by radiometric assay,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
nicotine,1920,Acetylcholine receptor subunit alpha,Ion channel,P02708,CHRNA1,ACHA_HUMAN,4.68,,IC50,Inhibition of [3H]alpha-BGT binding to alpha1 nicotinic acetylcholine receptor in Homo sapiens (human) TE671 cells co-expressing gammaalpha1deltabeta1 nicotinic acetylcholine receptor subunits,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:1955
nifedipine,1922,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q01668,CACNA1D,CAC1D_HUMAN,7.7,,IC50,Recombinant Cav1.3 calcium channel complexes expressed in tsA-cells,IUPHAR,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL193,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1391
nifedipine,1922,Voltage-dependent L-type calcium channel subunit alpha-1S,Ion channel,Q13698,CACNA1S,CAC1S_HUMAN,6.3,,IC50,,IUPHAR,=,,,,,INHIBITOR,Tclin,Homo sapiens,HGNC:1397
nifedipine,1922,Voltage-dependent L-type calcium channel subunit alpha-1F,Ion channel,O60840,CACNA1F,CAC1F_HUMAN,6.0,,IC50,,IUPHAR,=,,,,,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1393
nifedipine,1922,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,9.4,,Kd,Displacement of [3H]nitrendipine from dihydropyridine receptor of guinea pig myocardial membranes,CHEMBL,=,1.0,SCIENTIFIC LITERATURE,,https://pubmed.ncbi.nlm.nih.gov/17276408,BLOCKER,Tclin,Homo sapiens,HGNC:1390
nilotinib,1932,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,5.72,,Kd,Binding constant for SRC kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:11283
nilotinib,1932,Tyrosine-protein kinase Lyn,Kinase,P07948,LYN,LYN_HUMAN,7.0,,Kd,Binding constant for LYN kinase domain,CHEMBL,=,,,,,,Tclin,Homo sapiens,HGNC:6735
nilvadipine,1934,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:1390
nilvadipine,1934,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q01668,CACNA1D,CAC1D_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:1391
nimodipine,1937,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,,,,,UNKNOWN,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1428,BLOCKER,Tclin,Homo sapiens,HGNC:1390
nimodipine,1937,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q01668,CACNA1D,CAC1D_HUMAN,,,,,UNKNOWN,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1428,BLOCKER,Tclin,Homo sapiens,HGNC:1391
nimodipine,1937,Voltage-dependent L-type calcium channel subunit alpha-1S,Ion channel,Q13698,CACNA1S,CAC1S_HUMAN,6.0,,IC50,,IUPHAR,~,,,,,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1397
nimodipine,1937,Voltage-dependent L-type calcium channel subunit alpha-1F,Ion channel,O60840,CACNA1F,CAC1F_HUMAN,6.0,,IC50,,IUPHAR,~,,,,,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1393
nisoldipine,1942,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,7.1,,IC50,,IUPHAR,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1726,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1390
nisoldipine,1942,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q01668,CACNA1D,CAC1D_HUMAN,,,,,UNKNOWN,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1726,BLOCKER,Tclin,Homo sapiens,HGNC:1391
nisoldipine,1942,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q01815,Cacna1c,CAC1C_MOUSE,8.0,,IC50,,IUPHAR,=,,,,,GATING INHIBITOR,,Mus musculus,MGI:103013
nisoldipine,1942,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q99246,Cacna1d,CAC1D_MOUSE,7.0,,IC50,,IUPHAR,=,,,,,GATING INHIBITOR,,Mus musculus,MGI:88293
nitrendipine,1947,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,Q01668,CACNA1D,CAC1D_HUMAN,8.4,,IC50,Recombinant Cav1.3 calcium channel complexes expressed in tsA-cells,IUPHAR,=,1.0,IUPHAR,,http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2334,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1391
nitrendipine,1947,Voltage-dependent L-type calcium channel subunit alpha-1F,Ion channel,O60840,CACNA1F,CAC1F_HUMAN,6.0,,IC50,,IUPHAR,~,,,,,GATING INHIBITOR,Tclin,Homo sapiens,HGNC:1393
nitrendipine,1947,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,Q13936,CACNA1C,CAC1C_HUMAN,9.6,,Ki,Inhibition of [3H]nitrendipine binding to L-type calcium channel dihydropyridine site of porcine cardiac sarcolemma membrane vesicles,CHEMBL,=,1.0,SCIENTIFIC LITERATURE,,https://pubmed.ncbi.nlm.nih.gov/17276408,BLOCKER,Tclin,Homo sapiens,HGNC:1390
nortriptyline,1971,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.398,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
nortriptyline,1971,ATP-sensitive inward rectifier potassium channel 10,Ion channel,P78508,KCNJ10,KCJ10_HUMAN,4.796,,IC50,inhibition at +30 mV,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/17071817,,BLOCKER,Tbio,Homo sapiens,HGNC:6256
ofloxacin,1981,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,4.41,,IC50,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
olanzapine,1982,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.506,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
omapatrilat,1989,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,6.7,,IC50,Inhibition of APP (unknown origin),CHEMBL,=,,,,,,,Homo sapiens,HGNC:620
omapatrilat,1989,Amyloid beta A4 protein,Unclassified,P05067,APP,A4_HUMAN,6.7,,IC50,Inhibition of APP (unknown origin),CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:620
orphenadrine,1999,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.39,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
oxatomide,2014,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.13,,Ki,,WOMBAT-PK,=,,,,,,Tclin,Homo sapiens,HGNC:1950
oxyphencyclimine,2026,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,Mechanism of Action; CHEMBL216; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200891,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
oxybutynin,2028,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,9.0,,Ki,Displacement of 1-[N-methyl- 3H]scopolamine from human muscarinic M1 receptor expressed in Sf9 cells,CHEMBL,=,1.0,DRUG LABEL,,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000532/WC500040171.pdf,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
oxyphenonium,2039,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,,,,,WOMBAT-PK,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200906,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
aminosalicylic acid,2050,Tyrosine-protein phosphatase non-receptor type 1,Enzyme,P18031,PTPN1,PTN1_HUMAN,2.92,,Kd,Dissociation constant for Protein-tyrosine phosphatase 1B,CHEMBL,=,,,,,,Tchem,Homo sapiens,HGNC:9642
paroxetine,2068,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.456,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
perhexiline,2106,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.185,,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,Tclin,Homo sapiens,HGNC:1950
phenylpropanolamine,2149,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.171,,Ki,,PDSP,,,,,,,Tclin,Homo sapiens,HGNC:1950
physostigmine,2159,Muscarinic acetylcholine receptor M1,GPCR,P12657,Chrm1,ACM1_MOUSE,4.43,,IC50,Binding affinity against mouse muscarinic acetylcholine receptor M1 using cerebral cortex and [3H]pirenzepine,CHEMBL,=,,,,,,,Mus musculus,MGI:88396
pilocarpine,2166,Muscarinic acetylcholine receptor M1,GPCR,P12657,Chrm1,ACM1_MOUSE,5.16,,EC50,Tested against Muscarinic acetylcholine receptor M1 expressed in A9 L cell line,CHEMBL,=,,,,,,,Mus musculus,MGI:88396
pilocarpine,2166,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.02,,EC50,calcium response in CHO cells,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/24558448,,AGONIST,Tclin,Homo sapiens,HGNC:1950
pinacidil,2173,Calcium-activated potassium channel subunit alpha-1,Ion channel,Q12791,KCNMA1,KCMA1_HUMAN,,,,,WOMBAT-PK,,,,,,,Tclin,Homo sapiens,HGNC:6284
pirenzepine,2200,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,7.68,,Ki,,WOMBAT-PK,=,1.0,IUPHAR,,http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=328,ANTAGONIST,Tclin,Homo sapiens,HGNC:1950
